id,name,category
consumer_goods-type_handmade_furniture,Handmade furniture,Furnishings and Household
consumer_goods-type_hat,Hat,Clothing and Footwear
consumer_goods-type_home_furniture_upholstered,Home furniture - upholstered,Furnishings and Household
consumer_goods-type_home_furniture_wood_nonupholstered,Home furniture - wood/nonupholstered,Furnishings and Household
consumer_goods-type_household_goods_repair,Household goods repair,Furnishings and Household
consumer_goods-type_ice_cream_and_edible_ices,Ice cream and edible ices,Food/Beverages/Tobacco
consumer_goods-type_induction_hob,Induction hob,Furnishings and Household
consumer_goods-type_infants_clothing,Infants' clothing,Clothing and Footwear
consumer_goods-type_ink_ink_cartridges,Ink and ink cartridges,Recreation and Culture
consumer_goods-type_jams_marmalades_and_other_spreads,Jams/marmalades and other spreads,Food/Beverages/Tobacco
consumer_goods-type_jeans,Jeans,Clothing and Footwear
consumer_goods-type_jewellery,Jewellery,Personal Care and Accessories
consumer_goods-type_jewellery_and_watches,Jewellery and watches,Personal Care and Accessories
consumer_goods-type_juicer,Juicer,Furnishings and Household
consumer_goods-type_kitchen_and_domestic_utensils,Kitchen and domestic utensils,Furnishings and Household
consumer_goods-type_kitchen_cabinet,Kitchen cabinet,Furnishings and Household
consumer_goods-type_leaf_and_stem_vegetables_fresh_or_chilled,Leaf and stem vegetables (fresh or chilled),Food/Beverages/Tobacco
consumer_goods-type_leather_shoes,Leather shoes,Clothing and Footwear
consumer_goods-type_leatherware,Leatherware,Clothing and Footwear
consumer_goods-type_libraries_museums_and_art,Libraries/museums and art,Recreation and Culture
consumer_goods-type_lipstick,Lipstick,Personal Care and Accessories
consumer_goods-type_lotion,Lotion,Personal Care and Accessories
consumer_goods-type_lumber_treated_lumber,Lumber and treated lumber,Furnishings and Household
consumer_goods-type_macaroni_and_noodles,Macaroni and noodles,Food/Beverages/Tobacco
consumer_goods-type_magazines_journals,Magazines and journals,Recreation and Culture
consumer_goods-type_magnetic_toys,Magnetic toys,Furnishings and Household
consumer_goods-type_maintenance_of_transport_machinery_and_equipment,Maintenance of transport machinery and equipment,Vehicle Maintenance and Services
consumer_goods-type_major_durables_for_indoor_recreation,Major durables for indoor recreation,Recreation and Culture
consumer_goods-type_major_durables_for_outdoor_recreation,Major durables for outdoor recreation,Recreation and Culture
consumer_goods-type_makeup_removal,Makeup removal,Personal Care and Accessories
consumer_goods-type_margarine_and_other_vegetable_fats,Margarine and other vegetable fats,Food/Beverages/Tobacco
consumer_goods-type_meat_and_offal,Meat and offal,Food/Beverages/Tobacco
consumer_goods-type_melamine_board_furniture,Melamine board furniture,Furnishings and Household
consumer_goods-type_mens_clothing_excluding_headwear_and_neckwear,Men's clothing (excluding headwear and neckwear),Clothing and Footwear
consumer_goods-type_mens_footwear,Men's footwear,Clothing and Footwear
consumer_goods-type_metal_supplies,Metal supplies,Furnishings and Household
consumer_goods-type_metallic_kettle,Metallic kettle,Furnishings and Household
consumer_goods-type_microwave,Microwave,Furnishings and Household
consumer_goods-type_milk,Milk,Food/Beverages/Tobacco
consumer_goods-type_milk_and_cream_in_solid_or_processed_liquid_form,Milk and cream in solid or processed liquid form,Food/Beverages/Tobacco
consumer_goods-type_mineral_or_spring_waters,Mineral or spring waters,Food/Beverages/Tobacco
consumer_goods-type_modal_pajamas,Modal pajamas,Clothing and Footwear
consumer_goods-type_modal_pants,Modal pants,Clothing and Footwear
consumer_goods-type_motion_picture_radio_tv_services,Motion picture/radio/TV services,Recreation and Culture
consumer_goods-type_movies_film,Movies and film,Recreation and Culture
consumer_goods-type_museums_historical_sites_zoos_parks,Museums/historical sites/zoos and parks,Recreation and Culture
consumer_goods-type_museums_zoological_gardens_and_the_like,Museums/zoological gardens and the like,Recreation and Culture
consumer_goods-type_musical_instruments,Musical instruments,Recreation and Culture
consumer_goods-type_newspapers_and_magazines,Newspapers and magazines,Recreation and Culture
consumer_goods-type_night_cream,Night cream,Personal Care and Accessories
consumer_goods-type_non_alcoholic_beverages_nec,Non-alcoholic beverages nec,Food/Beverages/Tobacco
consumer_goods-type_nuts_and_edible_seeds,Nuts and edible seeds,Food/Beverages/Tobacco
consumer_goods-type_office_furniture_custom_architectural_woodwork_millwork,Office furniture and custom architectural woodwork and millwork,Furnishings and Household
consumer_goods-type_oranges,Oranges imported,Food/Beverages/Tobacco
consumer_goods-type_ordinary_detergent,Ordinary detergent,Furnishings and Household
consumer_goods-type_ordinary_sneakers,Ordinary sneakers,Clothing and Footwear
consumer_goods-type_other_appliances_articles_and_products_for_personal_care,Other appliances/articles and products for personal care,Personal Care and Accessories
consumer_goods-type_other_cereal_products,Other cereal products,Food/Beverages/Tobacco
consumer_goods-type_other_cultural_services,Other cultural services,Recreation and Culture
consumer_goods-type_other_dairy_products,Other dairy products,Food/Beverages/Tobacco
consumer_goods-type_other_edible_animal_fats,Other edible animal fats,Food/Beverages/Tobacco
consumer_goods-type_other_food_and_groceries_nec,Other food and groceries nec,Food/Beverages/Tobacco
consumer_goods-type_other_fresh_or_chilled_fruit,Other fresh or chilled fruit,Food/Beverages/Tobacco
consumer_goods-type_other_fresh_or_chilled_vegetables,Other fresh or chilled vegetables,Food/Beverages/Tobacco
consumer_goods-type_other_household_nonupholstered_furniture,Other household nonupholstered furniture,Furnishings and Household
consumer_goods-type_other_household_supplies,Other household supplies,Furnishings and Household
consumer_goods-type_other_milk_products,Other milk products,Food/Beverages/Tobacco
consumer_goods-type_other_personal_care_products,Other personal care products,Personal Care and Accessories
consumer_goods-type_other_personal_effects,Other personal effects,Personal Care and Accessories
consumer_goods-type_other_seafood_fresh_or_chilled,Other seafood (fresh / chilled),Food/Beverages/Tobacco
consumer_goods-type_other_sugar_products,Other sugar products,Food/Beverages/Tobacco
consumer_goods-type_other_textiles,Other textiles,Furnishings and Household
consumer_goods-type_other_tobacco_products,Other tobacco products,Food/Beverages/Tobacco
consumer_goods-type_packaged_meat_except_poultry,Packaged meat (except poultry),Food/Beverages/Tobacco
consumer_goods-type_packaged_poultry,Packaged poultry,Food/Beverages/Tobacco
consumer_goods-type_packaged_software_tapes_audio_and_video_records,Packaged software/tapes/audio and video records,Recreation and Culture
consumer_goods-type_panelled_furniture,Panelled furniture,Furnishings and Household
consumer_goods-type_paper_cup,Paper cup,Furnishings and Household
consumer_goods-type_pasta_products,Pasta products,Food/Beverages/Tobacco
consumer_goods-type_pastry_cook_products,Pastry-cook products,Food/Beverages/Tobacco
consumer_goods-type_performances,Performances,Recreation and Culture
consumer_goods-type_plastic_bag,Plastic bag,Furnishings and Household
consumer_goods-type_plastic_film_packing_bag,Plastic film packing bag,Furnishings and Household
consumer_goods-type_plastic_kettle,Plastic kettle,Furnishings and Household
consumer_goods-type_plastic_toys,Plastic toys,Furnishings and Household
consumer_goods-type_plywood_veneer,Plywood and veneer,Furnishings and Household
consumer_goods-type_pork,Pork (fresh),Food/Beverages/Tobacco
consumer_goods-type_potatoes_and_other_tuber_vegetables,Potatoes and other tuber vegetables,Food/Beverages/Tobacco
consumer_goods-type_potatoes_dry,Potatoes (dry),Food/Beverages/Tobacco
consumer_goods-type_potatoes_fresh,Potatoes (fresh),Food/Beverages/Tobacco
consumer_goods-type_potatoes_fries,Potatoes (fries),Food/Beverages/Tobacco
consumer_goods-type_prepared_fruit_and_nuts,Prepared fruit and nuts,Food/Beverages/Tobacco
consumer_goods-type_prepared_meals_fresh_frozen_or_dried,Prepared meals (fresh/frozen or dried),Food/Beverages/Tobacco
consumer_goods-type_prepared_vegetables,Prepared vegetables,Food/Beverages/Tobacco
consumer_goods-type_preserved_milk,Preserved milk,Food/Beverages/Tobacco
consumer_goods-type_preserved_prepared_and_processed_meat,Preserved / prepared and processed meat,Food/Beverages/Tobacco
consumer_goods-type_printing_support,Printing support,Recreation and Culture
consumer_goods-type_promoters_agents,Promoters and agents,Recreation and Culture
consumer_goods-type_pure_cotton_shirt,Pure cotton shirt,Clothing and Footwear
consumer_goods-type_r290_home_air_conditioner,R-290 home air conditioner,Furnishings and Household
consumer_goods-type_r32_home_air_conditioner,R-32 home air conditioner,Furnishings and Household
consumer_goods-type_radio_television,Radio and television,Recreation and Culture
consumer_goods-type_ready_to_eat_food,Ready-to-eat food,Food/Beverages/Tobacco
consumer_goods-type_recreational_and_sporting_services,Recreational and sporting services,Recreation and Culture
consumer_goods-type_red_acrylic_jacket,Red acrylic jacket,Clothing and Footwear
consumer_goods-type_refined_vegetable_olive_seed_oils,Refined vegetable/olive and seed oils,Food/Beverages/Tobacco
consumer_goods-type_refrigerator,Refrigerator,Furnishings and Household
consumer_goods-type_restaurant_meals,Restaurant meals,Food/Beverages/Tobacco
consumer_goods-type_returns_from_games_of_chance,Returns from games of chance,Recreation and Culture
consumer_goods-type_rice,Rice (imported),Food/Beverages/Tobacco
consumer_goods-type_root_crops_bulbs_and_mushrooms_fresh_or_chilled,Root crops/bulbs and mushrooms (fresh or chilled),Food/Beverages/Tobacco
consumer_goods-type_sales_and_trade_ins_of_furniture_and_furnishings,Sales and trade-ins of furniture and furnishings,Furnishings and Household
consumer_goods-type_sales_and_trade_ins_of_major_durables_for_outdoor_recreation,Sales and trade-ins of major durables for outdoor recreation,Recreation and Culture
consumer_goods-type_sales_and_trade_ins_of_musical_instruments_and_major_durables_for_indoor_recreation,Sales and trade-ins of musical instruments and major durables for indoor recreation,Recreation and Culture
consumer_goods-type_sales_and_trade_ins_of_other_recreational_equipment_and_supplies,Sales and trade-ins of other recreational equipment and supplies,Recreation and Culture
consumer_goods-type_sales_and_trade_ins_of_personal_effects_nec,Sales and trade-ins of personal effects nec,Personal Care and Accessories
consumer_goods-type_sales_of_books,Sales of books,Recreation and Culture
consumer_goods-type_sales_of_clothing_nfd,Sales of clothing nfd,Clothing and Footwear
consumer_goods-type_sales_of_glassware_tableware_and_household_utensils,Sales of glassware/tableware and household utensils,Furnishings and Household
consumer_goods-type_sales_of_other_footwear,Sales of other footwear,Clothing and Footwear
consumer_goods-type_sales_trade_ins_and_refunds_for_recreation_and_culture_nec,Sales/trade-ins and refunds for recreation and culture nec,Recreation and Culture
consumer_goods-type_salons_barber_shops,Salons and barber shops,Personal Care and Accessories
consumer_goods-type_salt_spices_culinary_herbs_and_other_condiments,Salt/spices/culinary herbs and other condiments,Food/Beverages/Tobacco
consumer_goods-type_sanitary_ceramics,Sanitary ceramics,Furnishings and Household
consumer_goods-type_sauces,Sauces,Food/Beverages/Tobacco
consumer_goods-type_sausage,Sausage,Food/Beverages/Tobacco
consumer_goods-type_scarf,Scarf,Clothing and Footwear
consumer_goods-type_scenic_sightseeing_transportation_support_activities_for_transportation,Scenic and sightseeing transportation and support activities for transportation,Recreation and Culture
consumer_goods-type_scotch_tape,Scotch tape,Furnishings and Household
consumer_goods-type_seasonings_dressings,Seasonings and dressings,Food/Beverages/Tobacco
consumer_goods-type_shampoo,Shampoo,Personal Care and Accessories
consumer_goods-type_shelving_lockers,Shelving and lockers,Furnishings and Household
consumer_goods-type_soap_and_perfumes,Soap and perfumes,Personal Care and Accessories
consumer_goods-type_soft_drinks_bottled_water_ice,Soft drinks/bottled water and ice,Food/Beverages/Tobacco
consumer_goods-type_solid_wood_flooring,Solid wood flooring,Furnishings and Household
consumer_goods-type_soups,Soups,Food/Beverages/Tobacco
consumer_goods-type_soy_milk-origin_region_multi_region,Soy-milk,Food/Beverages/Tobacco
consumer_goods-type_soybean_milk_machine,Soybean milk machine,Furnishings and Household
consumer_goods-type_spirits_and_liqueurs_consumed_off_licensed_premises,Spirits and liqueurs consumed off licensed premises,Food/Beverages/Tobacco
consumer_goods-type_spirits_and_liqueurs_consumed_on_licensed_premises,Spirits and liqueurs consumed on licensed premises,Food/Beverages/Tobacco
consumer_goods-type_spirits_and_tobacco_products,Spirits and tobacco products,Food/Beverages/Tobacco
consumer_goods-type_sport_and_recreation_services,Sport and recreation services,Recreation and Culture
consumer_goods-type_sporting_athletic_goods,Sporting and athletic goods,Recreation and Culture
consumer_goods-type_sports_goods,Sports goods,Recreation and Culture
consumer_goods-type_starches,Starches,Food/Beverages/Tobacco
consumer_goods-type_stationery_and_drawing_materials,Stationery and drawing materials,Recreation and Culture
consumer_goods-type_stocks_food_colourings_and_flavourings,Stocks/food colourings and flavourings,Food/Beverages/Tobacco
consumer_goods-type_stone_fruit_fresh_or_chilled,Stone fruit (fresh or chilled),Food/Beverages/Tobacco
consumer_goods-type_sugar_candy_chocolate,Sugar/candy and chocolate,Food/Beverages/Tobacco
consumer_goods-type_sugar_cocoa_chocolate_and_food_products_nec,Sugar/cocoa/chocolate and food products nec,Food/Beverages/Tobacco
consumer_goods-type_sunscreen,Sunscreen,Personal Care and Accessories
consumer_goods-type_swimwear,Swimwear,Clothing and Footwear
consumer_goods-type_synthetic_leather_shoes,Synthetic leather shoes,Clothing and Footwear
consumer_goods-type_takeaway_meal,Takeaway meal,Food/Beverages/Tobacco
consumer_goods-type_tanned_skins_and_leather_handbags_and_articles_of_leather,Tanned skins and leather/handbags and articles of leather,Clothing and Footwear
consumer_goods-type_tea,Tea,Food/Beverages/Tobacco
consumer_goods-type_tea_cabinet,Tea cabinet,Furnishings and Household
consumer_goods-type_tea_table,Tea table,Furnishings and Household
consumer_goods-type_tie,Tie,Clothing and Footwear
consumer_goods-type_tobacco_cotton_sugarcane_peanuts_sugar_beets_herbs_spices_other_crops,Tobacco/cotton/sugarcane/peanuts/sugar beets/herbs and spices and other crops,Food/Beverages/Tobacco
consumer_goods-type_tomatoes,Tomatoes (fresh),Food/Beverages/Tobacco
consumer_goods-type_toothpaste,Toothpaste,Personal Care and Accessories
consumer_goods-type_top_tray,Top tray,Furnishings and Household
consumer_goods-type_travel_goods_and_other_carriers,Travel goods and other carriers,Recreation and Culture
